,id,listing_name,building_name,apartment_number,address,add_lat,add_long,property_management_name,monthly_rent,property_type,bedroom_count,bathroom_count,utility_water,utility_heat,utility_electricity,utility_laundry,utility_wifi,included_appliances,parking_availability,parking_rates,parking_slots,parking_distance,parking_restrictions,parking_availability_status,parking_address,pet_friendly,smoking_allowed,apartment_size,apartment_size_unit,is_furnished,lease_duration,availability_status,dist_hospital,dist_school,dist_restaurant,dist_downtown,dist_busstop,dist_larry_uteck_area,dist_central_halifax,dist_clayton_park,dist_rockingham,source,website,image,description,property_image,load_datetime
10,10,Halifax Apartments – MacKeen Towers,Halifax Apartments – MacKeen Towers,-1,"2001 Brunswick St , Halifax , NS B3J 3L8 – Halifax",44.6505658,-63.57831969999999,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,1950.0,Apartment,1,1,-1,0,0,1,0,"Refrigerator, Laundry Facilities, Elevator, Storage Space, Pool, Balcony",0,280,240,0.24856912807668877,-1,-1,"1725 Market St, Downtown Halifax, Halifax, NS B3J 3N9",-1,-1,741,-1,-1,-1,-1,0.4997833172611645,0.2367355314129667,0.0919100328401756,0.33053852548965196,0.0704183714243946,6.32741454367579,1.9669170611175173,3.4126056792293804,3.6415648431859253,https://www.apartments.com/halifax-apartments-mackeen-towers-halifax-ns/yxkc3tr/,apartments.com,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,"Refrigerator, Laundry Facilities, Elevator, Storage Space, Pool, Balcony",,2024-03-25 02:33:03.264333
11,11,Ocean Brook Apartments,Ocean Brook Apartments,-1,"40 Charlotte Ln , Halifax , NS B3M 4M1 – Halifax",44.6964016,-63.6631352,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,1985.0,Apartment,1,1,-1,0,0,1,0,"Washer/Dryer, Dishwasher, Range, Refrigerator, Laundry Facilities, Elevator, Playground, Balcony",0,0,144,3.9972407966655177,-1,-1,"Cobequid Terminal Lot, 50 Cobequid Rd, Halifax, NS B4C 2N2",-1,-1,900,-1,-1,-1,-1,0.268750534752719,0.7583557293965074,0.9903921879583596,5.466590861054501,0.1535909573165422,1.2062451666852139,3.934681769693894,2.630047530772588,1.8238577081478686,https://www.apartments.com/ocean-brook-apartments-halifax-ns/gkg0drw/,apartments.com,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,"Washer/Dryer, Dishwasher, Range, Refrigerator, Laundry Facilities, Elevator, Playground, Balcony",,2024-03-25 02:33:03.264807
12,12,Ocean Brook Apartments,Ocean Brook Apartments,-1,"40 Charlotte Ln , Halifax , NS B3M 4M1 – Halifax",44.6964016,-63.6631352,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,2385.0,Apartment,2,1,-1,0,0,1,0,"Washer/Dryer, Dishwasher, Range, Refrigerator, Laundry Facilities, Elevator, Playground, Balcony",0,0,144,3.9972407966655177,-1,-1,"Cobequid Terminal Lot, 50 Cobequid Rd, Halifax, NS B4C 2N2",-1,-1,1470,-1,-1,-1,-1,0.268750534752719,0.7583557293965074,0.9903921879583596,5.466590861054501,0.1535909573165422,1.2062451666852139,3.934681769693894,2.630047530772588,1.8238577081478686,https://www.apartments.com/ocean-brook-apartments-halifax-ns/dj0sqql/,apartments.com,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,"Washer/Dryer, Dishwasher, Range, Refrigerator, Laundry Facilities, Elevator, Playground, Balcony",,2024-03-25 02:33:03.266011
13,13,Cunard Court – Lowrise,Cunard Court – Lowrise,-1,"2077-2077 Brunswick St , Halifax , NS B3K 2Y4 – Halifax",44.6526424,-63.58083439999999,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,1995.0,Apartment,1,1,-1,0,0,1,0,"Washer/Dryer, Dishwasher, Refrigerator, Laundry Facilities, Storage Space",0,150,150,0.43307738169205634,-1,-1,"1815 Upper Water St, Downtown Halifax, Halifax, NS, B3J 1S7",-1,-1,620,-1,-1,-1,-1,0.6551849667906477,0.1591757704817569,0.2727534147736707,0.4958064370356893,0.2290125389289595,6.146643741968837,1.8553842694149165,3.264919365159046,3.468541688714382,https://www.apartments.com/cunard-court-lowrise-halifax-ns/g4mm29x/,apartments.com,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,"Washer/Dryer, Dishwasher, Refrigerator, Laundry Facilities, Storage Space",,2024-03-25 02:33:03.266548
14,14,The Macdonald,The Macdonald,-1,"5885 Cunard St , Halifax , NS B3K 1E3 – Halifax",44.6513252,-63.5915036,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,2050.0,Apartment,1,1,-1,0,0,0,0,,0,62,29,0.45801832986792496,-1,-1,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",-1,-1,760,-1,-1,-1,-1,0.5212509718924114,0.3835902507941583,0.3207935389738751,0.7752151377488302,0.3207935389738751,5.75592000123021,1.3225252424145881,2.7662244832828815,3.042229376114202,https://www.apartments.com/the-macdonald-halifax-ns/7py88yz/,apartments.com,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,,,2024-03-25 02:33:03.267009
15,15,The Macdonald,The Macdonald,-1,"5885 Cunard St , Halifax , NS B3K 1E3 – Halifax",44.6513252,-63.5915036,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,2495.0,Apartment,2,1,-1,0,0,0,0,,0,62,29,0.45801832986792496,-1,-1,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",-1,-1,961,-1,-1,-1,-1,0.5212509718924114,0.3835902507941583,0.3207935389738751,0.7752151377488302,0.3207935389738751,5.75592000123021,1.3225252424145881,2.7662244832828815,3.042229376114202,https://www.apartments.com/the-macdonald-halifax-ns/rmtlkm1/,apartments.com,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,,,2024-03-25 02:33:03.267429
16,16,NEW BUILD - 3 Bedroom Upper Flat,NEW BUILD - 3 Bedroom Upper Flat,-1,"33 McIntosh St , Halifax , NS B3R 1G9 – Halifax",44.6028163,-63.6052073,https://images1.apartments.com/i2/e9XIsg9v-lxRhg9nSwJPAUdpce3F5si9Ojg7-qwEcgY/110/image.jpg,2600.0,Apartment,3,1,-1,0,0,0,0,,0,294,10,2.3599962419950757,-1,-1,"920 Tower Rd, South End, Halifax, NS B3H 1K8",-1,-1,-1,-1,-1,-1,-1,0.982596422679844,0.3655620999655931,0.7338884528288396,3.2603529262963784,1.1586745706304398,7.77713965427293,3.273048141395982,4.453064099484655,5.2526505780796455,https://www.apartments.com/new-build-3-bedroom-upper-flat-halifax-ns-unit-1/lm5vx8g/,apartments.com,https://images1.apartments.com/i2/e9XIsg9v-lxRhg9nSwJPAUdpce3F5si9Ojg7-qwEcgY/110/image.jpg,,,2024-03-25 02:33:03.267857
17,17,Barrington Terrace,Barrington Terrace,-1,"1070 Barrington St , Halifax , NS B3H 2R1 – Halifax",44.637611,-63.5699947,https://images1.apartments.com/i2/vKjvGcvAByilUh4-uQZuJXm3BDPjn62jHiYN4PdoF3g/115/metcap-living-logo.jpg,3295.0,Apartment,3,1,-1,1,0,0,0,"Air Conditioning, Heating, Tub/Shower, Oven, Range",0,700,75,0.11497519109636699,-1,-1,"5280 Green St South End, Halifax, NS B3H 1N7",-1,-1,1139,-1,-1,-1,-1,0.2163499136990385,0.4553090195616763,0.4176052504250814,0.6840363104846525,0.1949620700953293,7.169345478111749,2.509024551057453,4.069777489076803,4.443757732166555,https://www.apartments.com/barrington-terrace-halifax-ns/74s040y/,apartments.com,https://images1.apartments.com/i2/vKjvGcvAByilUh4-uQZuJXm3BDPjn62jHiYN4PdoF3g/115/metcap-living-logo.jpg,"Air Conditioning, Heating, Tub/Shower, Oven, Range",,2024-03-25 02:33:03.285724
18,18,Halifax Apartments – The Plaza,Halifax Apartments – The Plaza,-1,"1881 Brunswick St , Halifax , NS B3J 3L8 – Halifax",44.6492461,-63.57765449999999,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,2250.0,Apartment,1,1,-1,0,0,1,0,"Dishwasher, Range, Refrigerator, Laundry Facilities, Elevator, Storage Space, Pool, Balcony",0,280,240,0.15265456938488753,-1,-1,"1725 Market St, Downtown Halifax, Halifax, NS B3J 3N9",-1,-1,768,-1,-1,-1,-1,0.4098969359420701,0.2816903173480375,0.0821775127553599,0.2386290955889617,0.1150573924458215,6.403715971733036,1.9977976239003885,3.463687665903247,3.7112287110875175,https://www.apartments.com/halifax-apartments-the-plaza-halifax-ns/fr4v6fv/,apartments.com,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,"Dishwasher, Range, Refrigerator, Laundry Facilities, Elevator, Storage Space, Pool, Balcony",,2024-03-25 02:33:03.268296
19,19,Beautiful Studio Apartment at The Vuze!,Beautiful Studio Apartment at The Vuze!,-1,"5633 Fenwick St , Halifax , NS B3H 1R2 – Halifax",44.6381326,-63.57591369999999,https://images1.apartments.com/i2/e9XIsg9v-lxRhg9nSwJPAUdpce3F5si9Ojg7-qwEcgY/110/image.jpg,1995.0,Apartment,-1,1,-1,0,0,0,0,,0,700,75,0.1935711403771185,-1,-1,"5280 Green St South End, Halifax, NS B3H 1N7",-1,-1,500,-1,-1,-1,-1,0.0779739286983515,0.3641129680375893,0.3281479111284429,0.5371696658134066,0.1267238491680439,6.914257656725744,2.2219654926181778,3.7874170786530335,4.183363547209037,https://www.apartments.com/beautiful-studio-apartment-at-the-vuze-halifax-ns-unit-2604/pqk9vwr/,apartments.com,https://images1.apartments.com/i2/e9XIsg9v-lxRhg9nSwJPAUdpce3F5si9Ojg7-qwEcgY/110/image.jpg,,,2024-03-25 02:33:03.269118
20,20,Beautiful 1 Bedroom Penthouse at The Vuze!,Beautiful 1 Bedroom Penthouse at The Vuze!,-1,"5633 Fenwick St , Halifax , NS B3H 1R2 – Halifax",44.6381326,-63.57591369999999,https://images1.apartments.com/i2/e9XIsg9v-lxRhg9nSwJPAUdpce3F5si9Ojg7-qwEcgY/110/image.jpg,2450.0,Apartment,1,1,-1,0,0,0,0,,0,700,75,0.1935711403771185,-1,-1,"5280 Green St South End, Halifax, NS B3H 1N7",-1,-1,800,-1,-1,-1,-1,0.0779739286983515,0.3641129680375893,0.3281479111284429,0.5371696658134066,0.1267238491680439,6.914257656725744,2.2219654926181778,3.7874170786530335,4.183363547209037,https://www.apartments.com/beautiful-1-bedroom-penthouse-at-the-vuze-halifax-ns-unit-ph101/k32ezzc/,apartments.com,https://images1.apartments.com/i2/e9XIsg9v-lxRhg9nSwJPAUdpce3F5si9Ojg7-qwEcgY/110/image.jpg,,,2024-03-25 02:33:03.269644
21,21,Beautiful 2 Bedroom at The Vuze!,Beautiful 2 Bedroom at The Vuze!,-1,"5633 Fenwick St , Halifax , NS B3H 1R2 – Halifax",44.6381326,-63.57591369999999,https://images1.apartments.com/i2/e9XIsg9v-lxRhg9nSwJPAUdpce3F5si9Ojg7-qwEcgY/110/image.jpg,2900.0,Apartment,2,2,-1,0,0,0,0,,0,700,75,0.1935711403771185,-1,-1,"5280 Green St South End, Halifax, NS B3H 1N7",-1,-1,1050,-1,-1,-1,-1,0.0779739286983515,0.3641129680375893,0.3281479111284429,0.5371696658134066,0.1267238491680439,6.914257656725744,2.2219654926181778,3.7874170786530335,4.183363547209037,https://www.apartments.com/beautiful-2-bedroom-at-the-vuze-halifax-ns-unit-2403/4wwv8sj/,apartments.com,https://images1.apartments.com/i2/e9XIsg9v-lxRhg9nSwJPAUdpce3F5si9Ojg7-qwEcgY/110/image.jpg,,,2024-03-25 02:33:03.270077
22,22,EURO 2 BEDROOM 1 BATH,EURO 2 BEDROOM 1 BATH,-1,"5633 Fenwick St , Halifax , NS B3H 1R2 – Halifax",44.6381326,-63.57591369999999,https://images1.apartments.com/i2/e9XIsg9v-lxRhg9nSwJPAUdpce3F5si9Ojg7-qwEcgY/110/image.jpg,2600.0,Apartment,2,1,-1,0,0,0,0,,0,700,75,0.1935711403771185,-1,-1,"5280 Green St South End, Halifax, NS B3H 1N7",-1,-1,800,-1,-1,-1,-1,0.0779739286983515,0.3641129680375893,0.3281479111284429,0.5371696658134066,0.1267238491680439,6.914257656725744,2.2219654926181778,3.7874170786530335,4.183363547209037,https://www.apartments.com/euro-2-bedroom-1-bath-halifax-ns-unit-901/j7jm3r6/,apartments.com,https://images1.apartments.com/i2/e9XIsg9v-lxRhg9nSwJPAUdpce3F5si9Ojg7-qwEcgY/110/image.jpg,,,2024-03-25 02:33:03.271070
23,23,Cunard Apartments,Cunard Apartments,-1,"2065 Brunswick St , Halifax , NS B3K 5T8 – Halifax",44.6523009,-63.5803333,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,1950.0,Apartment,1,1,-1,0,0,0,0,"Washer/Dryer, Dishwasher, Refrigerator, Elevator, Storage Space, Balcony",0,150,150,0.40050609374059876,-1,-1,"1815 Upper Water St, Downtown Halifax, Halifax, NS, B3J 1S7",-1,-1,572,-1,-1,-1,-1,0.6276393662024243,0.1884189425352548,0.2387187365009232,0.46619809568887094,0.1955491495354101,6.180015505564758,1.8771532266911999,3.293165511062547,3.5008002203356985,https://www.apartments.com/cunard-apartments-halifax-ns/ytfc4kt/,apartments.com,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,"Washer/Dryer, Dishwasher, Refrigerator, Elevator, Storage Space, Balcony",,2024-03-25 02:33:03.271642
24,24,Somerset Place Apartments,Somerset Place Apartments,-1,"1030 South Park St , Halifax , NS B3H 2W3 – Halifax",44.6352281,-63.57666090000001,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,1969.0,Apartment,1,1,-1,0,0,1,0,"Wheelchair Accessible (Rooms), Refrigerator, Laundry Facilities, Elevator, Balcony",0,2900,290,0.23580567808062883,-1,-1,"5846 South StSouth End, Halifax, NS B3H 1S6",-1,-1,660,-1,-1,-1,-1,0.2278269655204029,0.1909683101790515,0.3993578879469516,0.7316793926594096,0.2852705352341402,7.009337296796809,2.2660071574535827,3.8398950959173828,4.274227941583472,https://www.apartments.com/somerset-place-apartments-halifax-ns/04nnkb0/,apartments.com,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,"Wheelchair Accessible (Rooms), Refrigerator, Laundry Facilities, Elevator, Balcony",,2024-03-25 02:33:03.272202
25,25,Somerset Place Apartments,Somerset Place Apartments,-1,"1030 South Park St , Halifax , NS B3H 2W3 – Halifax",44.6352281,-63.57666090000001,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,2735.0,Apartment,2,1,-1,0,0,1,0,"Wheelchair Accessible (Rooms), Refrigerator, Laundry Facilities, Elevator, Balcony",0,2900,290,0.23580567808062883,-1,-1,"5846 South StSouth End, Halifax, NS B3H 1S6",-1,-1,950,-1,-1,-1,-1,0.2278269655204029,0.1909683101790515,0.3993578879469516,0.7316793926594096,0.2852705352341402,7.009337296796809,2.2660071574535827,3.8398950959173828,4.274227941583472,https://www.apartments.com/somerset-place-apartments-halifax-ns/nxhtvvp/,apartments.com,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,"Wheelchair Accessible (Rooms), Refrigerator, Laundry Facilities, Elevator, Balcony",,2024-03-25 02:33:03.272812
