listing_name,building_name,apartment_number,address,add_lat,add_long,property_management_name,monthly_rent,property_type,bedroom_count,bathroom_count,utility_water,utility_heat,utility_electricity,utility_laundry,utility_wifi,included_appliances,parking_availability,parking_rates,parking_slots,parking_distance,parking_restrictions,parking_availability_status,pet_friendly,smoking_allowed,apartment_size,apartment_size_unit,is_furnished,lease_duration,availability_status,dist_hospital,dist_school,dist_restaurant,source,website,image,description,property_image,load_datetime,parking_address,dist_busstop,dist_downtown,dist_clayton_park,dist_rockingham,dist_larry_uteck_area,dist_central_halifax
"South-end, Victorian 2 bedroom",-1,-1,"Victoria Rd, Halifax, NS",44.6731437,-63.573844,Kijiji User,2400.0,-1,2.0,1.0,-1,0,0,0,0,24 Hour Security,0,150.0,150,2594.3177338722276,-1,-1,-1,-1,950,-1,-1,1 Year,-1,0.5800860297126251,0.6570412428583607,0.2579076744192672,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/south-end-victorian-2-bedroom/1689086489,Kijiji.ca,Kijiji User,24 Hour Security,,2024-03-25 03:21:39.386388,"1815 Upper Water St, Downtown Halifax, Halifax, NS, B3J 1S7",1.4737487848332995,1.8987528372489169,3.674968647013255,3.502361330828881,5.869399628566907,2.7358652227178992
FOR RENT: Private bedroom with private bath,-1,-1,"Timberlea, NS B3T 0E4",44.64273439999999,-63.7133842,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,434.0,189,10046.905868108433,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.073811030476805,0.5193910609450682,0.232737384138377,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/for-rent:-private-bedroom-with-private-bath/1689086117,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.386813,"5991 Spring Garden Road, South End, Halifax, NS, B3H 1Y6",0.2110948761085336,6.686065009406986,3.5255670336621217,3.983362760435843,4.089717101313844,4.714604596190776
"2-bed flat near Dal/Hospitals, fully furnished, all included",-1,-1,"Halifax, NS B3H 3H3",44.6371302,-63.586303,Kijiji User,2700.0,-1,2.0,2.0,-1,0,0,0,0,-1,0,98.0,495,274.7846201426389,-1,-1,-1,-1,1,-1,-1,1 Year,-1,0.1340977424556407,0.3851226172432742,0.1248100157563723,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bed-flat-near-dal-hospitals-fully-furnished-all-included/1689082826,Kijiji.ca,Kijiji User,-1,,2024-03-25 03:21:39.387255,"5960 University Avenue South End Halifax, NS B3H 1V7",0.4373782420180838,0.7298331058534877,3.3577537171338947,3.8238071939022364,6.559977815356338,1.7823024269191707
PENTHOUSE 2BDRM TOP FLOOR VIEWS FANTASTIC,-1,-1,"Walter Havill Drive, Halifax, NS",44.6334001,-63.6327736,Kijiji User,3400.0,-1,2.0,2.0,-1,0,0,0,0,"24 Hour Security, Bicycle Parking, Storage Space",1,-1.0,-1,-1.0,-1,-1,-1,-1,1200,-1,-1,1 Year,-1,1.4845205833156625,0.9837624883919788,0.1727005323805882,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/penthouse-2bdrm-top-floor-views-fantastic/1689081608,Kijiji.ca,Kijiji User,"24 Hour Security, Bicycle Parking, Storage Space",,2024-03-25 03:21:39.387683,,0.9652874294042744,2.841133889342161,1.9705340039720067,2.8264002764930525,5.266712483246375,1.3126376348534812
WOW TRILLIUM EXECUTIVE FLOOR 2BDRM 2BATH,-1,-1,"South Park Street, Halifax, NS",44.6395813,-63.5784014,Kijiji User,3200.0,-1,2.0,2.0,-1,0,0,0,0,"Gym, Pool, Concierge, 24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building",1,-1.0,-1,-1.0,-1,-1,-1,-1,1250,-1,-1,1 Year,-1,0.121467833628859,0.3189000100317166,0.1892601197656658,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/wow-trillium-executive-floor-2bdrm-2bath/1689081227,Kijiji.ca,Kijiji User,"Gym, Pool, Concierge, 24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building",,2024-03-25 03:21:39.388153,,0.0317435319682264,0.4298206857462719,3.635051598825736,4.025418466374622,6.7560676249009,2.0728442480098885
Room for Rent,-1,-1,"Parkland Dr, Halifax, NS, B3S1M5",44.6787299,-63.6784433,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,62.0,29,8167.2615793274745,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.6725499695002792,0.5243708329467339,0.3767858752170368,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-for-rent/1689078295,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.388605,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",0.4424860495509734,5.4554632284194176,2.036148757710597,1.6917653793872351,1.4653776384838442,3.5981065256163274
"Beautiful, Upscale 2 bedroom in highly desirable The James",-1,-1,"5620 South Street, Halifax, NS, B3J 0A7",44.6384865,-63.575409,-1,2395.0,-1,2.0,1.0,-1,0,0,0,0,"Gym, 24 Hour Security, Bicycle Parking, Elevator in Building",1,-1.0,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,1 Year,-1,0.0600183781802503,0.3362716477323795,0.3210279475802824,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-upscale-2-bedroom-in-highly-desirable-the-james/1689072699,Kijiji.ca,-1,"Gym, 24 Hour Security, Bicycle Parking, Elevator in Building",,2024-03-25 03:21:39.389036,,0.135900270147529,0.5182592236485919,3.8004392167363243,4.189494250373952,6.919233768262871,2.2370318690210382
"36 Lyons Avenue, Beautiful 3 bedroom townhouse! $2395.00-Sept. 1",-1,-1,"28-38 LYONS AVE, HALIFAX, NS, B3P 1H6",44.617402,-63.61011999999999,-1,2395.0,-1,3.0,1.5,-1,0,0,0,0,-1,0,294.0,10,2941.4228127432766,-1,-1,-1,-1,-1,-1,-1,1 Year,-1,0.5751231589910627,0.7164950424002822,1.4181864373923507,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/36-lyons-avenue-beautiful-3-bedroom-townhouse-2395-00-sept-1/1689072692,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.389473,"920 Tower Rd, South End, Halifax, NS B3H 1K8",1.2724423549749584,2.525742719416737,3.4540701471000146,4.230427377982519,6.798369454757835,2.2383490218554254
Office space 900 sq feet for rent (near Cunard and Robie),-1,-1,"Halifax, NS B3H 2Y7",44.6370885,-63.5783375,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,101.5,760,171.46893793567378,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1586496265094892,0.3109903051524569,0.2800102691250077,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/office-space-900-sq-feet-for-rent-near-cunard-and-robie/1680652454,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.389909,"1276 South Park Street, South End, Halifax, NS B3H 2Y9",0.1509251792642015,0.6015312626337146,3.709007238351592,4.130219155424801,6.86447322460905,2.1377394910528498
Stunning Executive Penthouse-Elegant 2-Bedroom- June 7th-$4595.0,-1,-1,"1471 South Park Street, Halifax, NS, B3J 0J7",44.6417674,-63.5792259,-1,4595.0,-1,2.0,1.5,-1,0,0,0,0,"24 Hour Security, Elevator in Building",0,574.0,300,136.53190889795798,-1,-1,-1,-1,-1,-1,-1,1 Year,-1,0.1170010755595246,0.2516601322483887,0.0340482199375325,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/stunning-executive-penthouse-elegant-2-bedroom-june-7th-4595-0/1689072694,Kijiji.ca,-1,"24 Hour Security, Elevator in Building",,2024-03-25 03:21:39.390340,"1531 South Park St, Downtown Halifax, Halifax, NS B3J 4B3",0.0661228022288224,0.28643343345489475,3.540413242151941,3.9059597752737676,6.632754404202484,1.9897006011303247
3 Bedroom 1.5 Bath Townhouse Close To Universities & Hospitals!,-1,-1,"Chebucto Road, Halifax, NS",44.6465959,-63.6086865,Kijiji User,3300.0,-1,3.0,1.5,-1,0,0,0,0,-1,0,62.0,29,1771.4298347200508,-1,-1,-1,-1,1200,-1,-1,1 Year,-1,0.7272620662502898,0.5525192799089791,0.3706902529112471,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/3-bedroom-1-5-bath-townhouse-close-to-universities-hospitals/1682165053,Kijiji.ca,Kijiji User,-1,,2024-03-25 03:21:39.390773,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",0.8851082192199317,1.5225809675613013,2.0767882878027533,2.572182861571397,5.301665633474345,0.5041346470033474
"210 Fraser Road Williamswood, Nova Scotia",-1,-1,"210 Fraser Road, Williamswood, NS, B3V1B7",44.54002999999999,-63.63017,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,294.0,10,10927.076325846694,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,2.74119846353476,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/210-fraser-road-williamswood-nova-scotia/1689074129,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.391194,"920 Tower Rd, South End, Halifax, NS B3H 1K8",0.397739879226312,7.746112687414881,8.3406215756363,9.238036842779401,11.331743400808724,7.568336889133237
"3594 Windsor Street Halifax, Nova Scotia",-1,-1,"3594 Windsor Street, Halifax, NS, B3K5G8",44.6603169,-63.61795719999999,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,62.0,29,2979.5831527729965,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.6096066838739767,0.4637870114453853,0.234894966225296,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/3594-windsor-street-halifax-nova-scotia/1689074015,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.391602,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",0.4046402363349573,2.2180237751484344,1.392385561644648,1.607061386023447,4.337794076098552,0.7605983999420677
"2 Slaunwhite Drive Tantallon, Nova Scotia",-1,-1,"2 Slaunwhite Drive, Tantallon, NS, B3Z2L4",44.676762,-63.8956089,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,0.0,144,20343.02832753842,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.6662164900979188,0.9689004282393964,0.7986840974360488,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/2-slaunwhite-drive-tantallon-nova-scotia/1689072773,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.392131,"Cobequid Terminal Lot, 50 Cobequid Rd, Halifax, NS B4C 2N2",0.9407481941081614,15.806300575928091,12.341648317777606,12.353084108860251,10.372057423393853,13.802148977953474
"DA01 63 Darner Drive Beaver Bank, Nova Scotia",-1,-1,"DA01 63 Darner Drive, Beaver Bank, NS, B4G0E2",44.8281629,-63.67601999999999,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,0.0,144,8273.431428776557,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1.2010366937804182,0.6399543098909672,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/da01-63-darner-drive-beaver-bank-nova-scotia/1689072760,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.392608,"Cobequid Terminal Lot, 50 Cobequid Rd, Halifax, NS B4C 2N2",0.7214692722387771,13.488483860889646,11.685095421963677,10.795297382123374,8.937931896628314,12.674198151461265
"Unit 912 45 Vimy Avenue Halifax, Nova Scotia",-1,-1,"Unit 912 45 Vimy Avenue, Halifax, NS, B3M4C5",44.6625729,-63.63624059999999,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,62.0,29,4372.264679779882,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.7077635330154579,0.4290575481552175,0.4006475068062805,https://www.kijiji.ca/v-condo-for-sale/city-of-halifax/unit-912-45-vimy-avenue-halifax-nova-scotia/1689072981,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.393160,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",1.0566847993019348,3.103811839481975,0.5162666751743779,0.861648640792261,3.5581747234448504,1.2772924137731607
"4 Charlton Avenue Halifax, Nova Scotia",-1,-1,"4 Charlton Avenue, Halifax, NS, B3R1B1",44.5855694,-63.58996550000001,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,294.0,10,5147.096353955198,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.3732227161255914,1.4148636931143252,0.75300823257445,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/4-charlton-avenue-halifax-nova-scotia/1689072605,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.393635,"920 Tower Rd, South End, Halifax, NS B3H 1K8",1.444573330608207,4.201277913143845,5.8569455382071665,6.642813926290734,9.185422986976365,4.615585147486102
"67 Hideaway Trail Brookside, Nova Scotia",-1,-1,"67 Hideaway Trail, Brookside, NS, B3T0M2",44.5315118,-63.7078621,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,294.0,10,15107.311047712014,-1,-1,-1,-1,-1,-1,-1,-1,-1,,2.5160266973904792,2.298417350444045,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/67-hideaway-trail-brookside-nova-scotia/1689072608,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.394115,"920 Tower Rd, South End, Halifax, NS B3H 1K8",0.7328368071400092,10.170565416422106,9.39704547323138,10.277616484883364,11.607438264627305,9.259056941445262
"1118 45 Vimy Avenue Halifax, Nova Scotia",-1,-1,"1118 45 Vimy Avenue, Halifax, NS, B3M4C5",44.6625729,-63.63624059999999,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,62.0,29,4372.264679779882,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.7077635330154579,0.4290575481552175,0.4006475068062805,https://www.kijiji.ca/v-condo-for-sale/city-of-halifax/1118-45-vimy-avenue-halifax-nova-scotia/1689073343,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.394590,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",1.0566847993019348,3.103811839481975,0.5162666751743779,0.861648640792261,3.5581747234448504,1.2772924137731607
Charming 3-Level Townhouse for Ren Pet Friendly - Available Now!,-1,-1,"Hammonds Plains, NS B3Z 1N7",44.7266767,-63.8374941,Kijiji User,2600.0,-1,3.0,4.0,-1,0,0,0,0,-1,0,0.0,144,14154.516744252436,-1,-1,-1,-1,2100,-1,-1,1 Year,-1,,1.668466771629251,1.7396638826852415,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/charming-3-level-townhouse-for-ren-pet-friendly-available-now/1689071601,Kijiji.ca,Kijiji User,-1,,2024-03-25 03:21:39.395064,"Cobequid Terminal Lot, 50 Cobequid Rd, Halifax, NS B4C 2N2",0.681349508492533,13.95767090871836,10.47778992878359,10.172012407256048,7.6356452868831,12.051745698152422
"room for rent, halifax south end.",-1,-1,"1070 B Bland St, Halifax, B3H 2S8",44.63646689999999,-63.5737444,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,700.0,75,141.77826998355033,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1150264316470777,0.3354104981580079,0.4823837800288521,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/room-for-rent-halifax-south-end/1689067374,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.395537,"5280 Green St South End, Halifax, NS B3H 1N7",0.2828522895051962,0.6745146163128831,3.9322142567188876,4.3374049854255174,7.069152891890994,2.363266743561072
Rent or Sublet for Sept 2024 to April 2025,-1,-1,"Inglis St, Halifax, B3H 1K8",44.6331717,-63.5808821,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,294.0,10,296.14228464095913,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.3393534576153166,0.1543097369408629,0.3514830735872487,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/rent-or-sublet-for-sept-2024-to-april-2025/1689067177,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.395988,"920 Tower Rd, South End, Halifax, NS B3H 1K8",0.1547244689881897,0.8844281267915112,3.724668217000721,4.2049244983674265,6.940894985453846,2.1499838964444917
Room in 2-bedroom apartment sublet,-1,-1,"1851 Walnut St, Halifax, NS B3H 3S8",44.643895,-63.5948059,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,62.0,29,700.3903342120332,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.6872985006456083,0.5386154930597702,0.2796133426404579,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-in-2-bedroom-apartment-sublet/1689065184,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.396424,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",0.2796133426404579,0.8475474694434256,2.7747355694459834,3.202036638132452,5.938212394212937,1.2114226304297477
Flatmate wanted,-1,-1,"Kaye St, Halifax, NS B3K",44.6619268,-63.5987746,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,62.0,29,2044.91978869611,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.3293212796595128,0.1169814371921407,0.0325018309815172,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/flatmate-wanted/1689064950,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.396837,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",1.1228738498575657,1.5191962593889312,2.340475658582291,2.408290698469432,5.0586919292876775,1.294223849893669
2 Bedrooms Apartment for Rent - 9 - 54 Paige Plaza,-1,-1,"54 Paige Plaza, Lower Sackville, NS, B4E 0J6",44.7703762,-63.6947724,-1,2095.0,-1,2.0,1.0,-1,0,0,0,0,Storage Space,0,0.0,144,3084.0391862161823,-1,-1,-1,-1,861,-1,-1,1 Year,-1,2.001950480133026,0.2723265726924305,0.0919464279111385,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedrooms-apartment-for-rent-9-54-paige-plaza/1680021792,Kijiji.ca,-1,Storage Space,,2024-03-25 03:21:39.397275,"Cobequid Terminal Lot, 50 Cobequid Rd, Halifax, NS B4C 2N2",0.0496370289479514,10.352286118064136,7.969494805944101,7.131535005690175,4.943718466013589,9.171375909734465
"2 Bedrooms -1129 SQF Town House Apartment for Rent - 211, 221 Gl",-1,-1,"221 Glenforest Drive, Halifax, NS, B3M 1J3",44.65687,-63.64882,-1,2549.0,-1,2.0,1.0,-1,0,0,0,0,-1,0,62.0,29,5103.321549134358,-1,-1,-1,-1,1129,-1,-1,1 Year,-1,0.4272610938213871,0.2995966112270796,0.4348573126014965,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedrooms-1129-sqf-town-house-apartment-for-rent-211-221-gl/1682150403,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.397696,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",0.9977741699434792,3.582210864812799,0.26813597673633843,1.1576102291372576,3.4725206487294495,1.5977848144493625
"3 Bed, 1 Bath appartment, close to Dalhousie",-1,-1,"Bliss St, Halifax, NS B3H",44.6408297,-63.5884289,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,434.0,189,135.0457908690488,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.3187457868240873,0.4490216948928412,0.3060376658885905,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/3-bed-1-bath-appartment-close-to-dalhousie/1683538144,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.398114,"5991 Spring Garden Road, South End, Halifax, NS, B3H 1Y6",0.4217444251861883,0.6252743615486653,3.1487741814342822,3.579406720894359,6.315297609232728,1.5791971652788075
Downtown HFX Furnished Apt and INCLUDES Utilties/Wifi,-1,-1,"Clifton St, Halifax, NS B3K",44.6537798,-63.5962927,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,62.0,29,1185.8108219832131,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.2319163132900815,0.5365677909441794,0.4491392584854424,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/downtown-hfx-furnished-apt-and-includes-utilties-wifi/1689062670,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.398537,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",0.5597353779425345,1.0645884379222212,2.500763391672818,2.7531625553798293,5.465354558194607,1.1224608733147472
Private room for rent,-1,-1,"210 Wentworth Dr, Halifax, NS B3M 0N7",44.67459299999999,-63.6602565,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,62.0,29,6676.172502064918,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.956574335506138,0.4955039459024729,0.3341952714963816,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/private-room-for-rent/1689061633,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.398962,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",0.6730325552241441,4.523293594292615,1.2067023743398704,0.7597437621943041,2.148768064090388,2.7107321213147775
3Bed - Lakefront Split Entry Duplex,-1,-1,"214 Albro Lake Road, Dartmouth, NS, B3A 3Z2",44.6851059,-63.5773641,-1,2450.0,-1,3.0,1.5,-1,0,0,0,0,-1,0,150.0,150,3938.0055784457936,-1,-1,-1,-1,-1,-1,-1,1 Year,-1,0.2652258892637417,0.3401831936427503,0.9968690316199906,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/3bed-lakefront-split-entry-duplex/1682896089,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.399396,"1815 Upper Water St, Downtown Halifax, Halifax, NS, B3J 1S7",0.98717584742388,2.714704476563181,3.8007803308958694,3.4252227413955674,5.5018367744931655,3.1871381760546633
"Bently - 1 Bedroom, 1 Bathroom Apartment for Rent",-1,-1,"15 Bently Drive, Halifax, NS, B2S 0G2",44.6491639,-63.65709580000001,-1,1995.0,-1,1.0,1.0,-1,0,0,0,0,"Gym, 24 Hour Security, Storage Space, Elevator in Building",0,62.0,29,5621.895707046171,-1,-1,-1,-1,-1,-1,-1,1 Year,-1,0.2650262091959761,0.6370341603569775,0.8554227520790718,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/bently-1-bedroom-1-bathroom-apartment-for-rent/1686217823,Kijiji.ca,-1,"Gym, 24 Hour Security, Storage Space, Elevator in Building",,2024-03-25 03:21:39.400202,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",0.7486875711518084,3.9146870555005226,0.9363289107338504,1.777900595549616,3.748848777173591,1.9179823166274503
1 year old detached home located in Bedford,-1,-1,"131 lewis drive bedford, bedford, NS, B4B 1K9",44.7217451,-63.7155746,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,0.0,144,5513.66601700246,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.9204672319007083,0.5076270284569164,0.5660644681164588,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/1-year-old-detached-home-located-in-bedford/1648337483,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.400713,"Cobequid Terminal Lot, 50 Cobequid Rd, Halifax, NS B4C 2N2",0.7643467372377242,8.576511927819032,5.448626748737432,4.821701172684053,2.09807516031765,6.930877620346215
Versatile Office with Abundant Free Parking in Bayers Lake,-1,-1,"155 Chain Lake Drive, Halifax, NS, B3S 1B3",44.6436038,-63.66613539999999,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,434.0,189,6302.823101630069,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.834499193927474,0.907331114402795,0.5247218161372689,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/versatile-office-with-abundant-free-parking-in-bayers-lake/1534921378,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.401136,"5991 Spring Garden Road, South End, Halifax, NS, B3H 1Y6",0.3447919575147943,4.356173190686631,1.5132690501168056,2.3078860645213886,3.96390449206259,2.396178200837791
Spacious 3-Bedroom Apartment - Last unit Available!!!,-1,-1,"50 Bedford Hwy, Halifax, NS, B3M 2J2",44.6647423,-63.636058,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,62.0,29,4467.567328374475,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.8256119145306626,0.4591332655169682,0.5363839864298879,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/spacious-3-bedroom-apartment-last-unit-available/1683309741,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.401536,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",1.0721013628912237,3.154548120412238,0.5876816130109965,0.7406832205451236,3.4605091654717675,1.3829193575072396
FABULOUS 1 BEDROOM - DOWNTOWN HALIFAX,-1,-1,"1015 Barrington Street, Halifax, NS, B3H 4R4",44.6363238,-63.56917979999999,-1,-1.0,-1,1.0,1.0,-1,0,0,0,0,Bicycle Parking,1,-1.0,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,1 Year,-1,0.2815178947871932,0.4992403705190207,0.5007871296721881,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/fabulous-1-bedroom-downtown-halifax/1667845560,Kijiji.ca,-1,Bicycle Parking,,2024-03-25 03:21:39.401985,,0.2682345546625192,0.7802778382146853,4.141610904140474,4.526895389658633,7.254476989079104,2.576668210694536
OPEN HOUSE SATURDAY 10-4 1 BEDROOM,-1,-1,"5415 Victoria Road, Halifax, NS, B3H 4K5",44.6363934,-63.5716318,-1,-1.0,-1,1.0,1.0,-1,0,0,0,0,"Pool, Bicycle Parking, Elevator in Building",1,-1.0,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,1 Year,-1,0.1768859389733674,0.403617571125792,0.5470571789683089,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-1-bedroom/1673351063,Kijiji.ca,-1,"Pool, Bicycle Parking, Elevator in Building",,2024-03-25 03:21:39.402387,,0.3078718847737794,0.71709085421233,4.029121182359684,4.42497951185556,7.15494447672879,2.461953371156229
Available April 2- Furnished 1 BR Suites w Citadel Views,-1,-1,"Sackville Street, Halifax, NS, B3J 1L1",44.6448722,-63.5791889,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,280.0,40,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1152790034128353,0.2498227797054617,0.1475874778288463,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/available-april-2-furnished-1-br-suites-w-citadel-views/1687631438,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.402781,"Sackville Street, Downtown Halifax, Halifax, NS B3J 1L1",0.1521426018149078,0.09270898988834912,3.470436553622042,3.79171622963891,6.508728500044796,1.9464277684023679
OPEN HOUSE SATURDAY 10-4 - 1 BEDROOM ON PUBLIC GARDENS,-1,-1,"1545 / 1551 South Park Street, Halifax, NS, B3J 4B3",44.643162,-63.5799764,-1,-1.0,-1,1.0,1.0,-1,0,0,0,0,"Gym, Concierge, 24 Hour Security, Bicycle Parking, Elevator in Building",1,-1.0,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,1 Year,-1,0.0833952446013822,0.2648158845354665,0.0727663062941495,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-1-bedroom-on-public-gardens/1678071862,Kijiji.ca,-1,"Gym, Concierge, 24 Hour Security, Bicycle Parking, Elevator in Building",,2024-03-25 03:21:39.403179,,0.037740670173062,0.21045914645991276,3.471957018639948,3.821868060796807,6.545879783115029,1.9305848204196252
