sitename,source,listing_name,building_name,apartment_number,address,add_lat,add_long,property_management_name,monthly_rent,property_type,bedroom_count,bathroom_count,apartment_size,amenities,property_image
apartments.com,https://www.apartments.com/euro-2-bedroom-1-bath-halifax-ns-unit-901/j7jm3r6/,EURO 2 BEDROOM 1 BATH,EURO 2 BEDROOM 1 BATH,-1,"5633 Fenwick St , Halifax , NS B3H 1R2 – Halifax",-1,-1,https://images1.apartments.com/i2/e9XIsg9v-lxRhg9nSwJPAUdpce3F5si9Ojg7-qwEcgY/110/image.jpg,"C$2,600",Apartment,2 bd,1 ba,800 sq ft,,https://images1.apartments.com/i2/2rdPEpQPkjyy8eHX8vA5gaxCsa7lvDsVszQXt1rUmmk/111/euro-2-bedroom-1-bath-unit-901-halifax-ns-primary-photo.jpg?p=1
apartments.com,https://www.apartments.com/cunard-apartments-halifax-ns/ytfc4kt/,Cunard Apartments,Cunard Apartments,-1,"2065 Brunswick St , Halifax , NS B3K 5T8 – Halifax",-1,-1,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,"C$1,950",Apartment,1 bd,1 ba,572 sq ft,"Washer/Dryer, Dishwasher, Refrigerator, Elevator, Storage Space, Balcony",https://images1.apartments.com/i2/yQnKxW9cT5ndj2nYHbiQtovvLvPEcHyp4_Ndh3BJf18/111/cunard-apartments-halifax-ns-primary-photo.jpg?p=1
apartments.com,https://www.apartments.com/somerset-place-apartments-halifax-ns/04nnkb0/,Somerset Place Apartments,Somerset Place Apartments,-1,"1030 South Park St , Halifax , NS B3H 2W3 – Halifax",-1,-1,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,"C$1,969 - C$1,970",Apartment,1 bd,1 ba,660 sq ft,"Wheelchair Accessible (Rooms), Refrigerator, Laundry Facilities, Elevator, Balcony",https://images1.apartments.com/i2/KAA0M9r2DgC7coe1eSfb_l8be9rcB2O5LntXmBtGCDM/111/somerset-place-apartments-halifax-ns-primary-photo.jpg?p=1
apartments.com,https://www.apartments.com/somerset-place-apartments-halifax-ns/nxhtvvp/,Somerset Place Apartments,Somerset Place Apartments,-1,"1030 South Park St , Halifax , NS B3H 2W3 – Halifax",-1,-1,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,"C$2,735",Apartment,2 bd,1 ba,950 sq ft,"Wheelchair Accessible (Rooms), Refrigerator, Laundry Facilities, Elevator, Balcony",https://images1.apartments.com/i2/KAA0M9r2DgC7coe1eSfb_l8be9rcB2O5LntXmBtGCDM/111/somerset-place-apartments-halifax-ns-primary-photo.jpg?p=1
apartments.com,https://www.apartments.com/spring-garden-halifax-ns/pxl33wr/,Spring Garden,Spring Garden,-1,"5770 Spring Garden Rd , Halifax , NS B3H 1X8 – Halifax",-1,-1,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,"C$1,820",Apartment,Studio bd,1 ba,491 sq ft,"Wheelchair Accessible (Rooms), Dishwasher, Range, Refrigerator, Laundry Facilities, Elevator, Storage Space, Sauna, Pool, Balcony",https://images1.apartments.com/i2/mEbCEQ613d07F_XegZnXWChs_y2t9cOwMdI5_7NGNEs/111/spring-garden-halifax-ns-primary-photo.jpg?p=1
apartments.com,https://www.apartments.com/spring-garden-halifax-ns/jgrys87/,Spring Garden,Spring Garden,-1,"5770 Spring Garden Rd , Halifax , NS B3H 1X8 – Halifax",-1,-1,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,"C$2,100",Apartment,1 bd,1 ba,743 sq ft,"Wheelchair Accessible (Rooms), Dishwasher, Range, Refrigerator, Laundry Facilities, Elevator, Storage Space, Sauna, Pool, Balcony",https://images1.apartments.com/i2/mEbCEQ613d07F_XegZnXWChs_y2t9cOwMdI5_7NGNEs/111/spring-garden-halifax-ns-primary-photo.jpg?p=1
apartments.com,https://www.apartments.com/spring-garden-halifax-ns/9gv6s27/,Spring Garden,Spring Garden,-1,"5770 Spring Garden Rd , Halifax , NS B3H 1X8 – Halifax",-1,-1,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,"C$2,655",Apartment,2 bd,1 ba,"1,005 sq ft","Wheelchair Accessible (Rooms), Dishwasher, Range, Refrigerator, Laundry Facilities, Elevator, Storage Space, Sauna, Pool, Balcony",https://images1.apartments.com/i2/mEbCEQ613d07F_XegZnXWChs_y2t9cOwMdI5_7NGNEs/111/spring-garden-halifax-ns-primary-photo.jpg?p=1
apartments.com,https://www.apartments.com/stonecrest-village-halifax-ns/dnhslqh/,Stonecrest Village,Stonecrest Village,-1,"80 Chipstone Close , Halifax , NS B3M 4H3 – Halifax",-1,-1,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,"C$1,895",Apartment,1 bd,1 ba,780 sq ft,"Washer/Dryer, Wheelchair Accessible (Rooms), Dishwasher, Range, Refrigerator, Storage Space, Balcony",https://images1.apartments.com/i2/o0ZZYLXY7Z3J2OOpdSBRf0UMUfWGintDT2NgI6vDXOA/111/stonecrest-village-halifax-ns-primary-photo.jpg?p=1
apartments.com,https://www.apartments.com/stonecrest-village-halifax-ns/er72y9n/,Stonecrest Village,Stonecrest Village,-1,"80 Chipstone Close , Halifax , NS B3M 4H3 – Halifax",-1,-1,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,"C$2,359 - C$2,360",Apartment,2 bd,1 ba,"1,350 sq ft","Washer/Dryer, Wheelchair Accessible (Rooms), Dishwasher, Range, Refrigerator, Storage Space, Balcony",https://images1.apartments.com/i2/o0ZZYLXY7Z3J2OOpdSBRf0UMUfWGintDT2NgI6vDXOA/111/stonecrest-village-halifax-ns-primary-photo.jpg?p=1
apartments.com,https://www.apartments.com/the-welsford-apartments-halifax-ns/ys2c7tv/,The Welsford Apartments,The Welsford Apartments,-1,"2074 Robie St , Halifax , NS B3K 5L3 – Halifax",-1,-1,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,"C$1,750",Apartment,Studio bd,1 ba,507 sq ft,"Dishwasher, Range, Refrigerator, Laundry Facilities, Elevator, Balcony",https://images1.apartments.com/i2/mVN6eMQ_aw0bacjYqnlR3A0F4qp4HhQGIOh0PQ2WaRQ/111/the-welsford-apartments-halifax-ns-primary-photo.jpg?p=1
apartments.com,https://www.apartments.com/the-welsford-apartments-halifax-ns/v05mf7e/,The Welsford Apartments,The Welsford Apartments,-1,"2074 Robie St , Halifax , NS B3K 5L3 – Halifax",-1,-1,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,"C$1,985",Apartment,1 bd,1 ba,881 sq ft,"Dishwasher, Range, Refrigerator, Laundry Facilities, Elevator, Balcony",https://images1.apartments.com/i2/mVN6eMQ_aw0bacjYqnlR3A0F4qp4HhQGIOh0PQ2WaRQ/111/the-welsford-apartments-halifax-ns-primary-photo.jpg?p=1
apartments.com,https://www.apartments.com/somerset-place-apartments-halifax-ns/95tp0e5/,Somerset Place Apartments,Somerset Place Apartments,-1,"1030 South Park St , Halifax , NS B3H 2W3 – Halifax",-1,-1,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,"C$1,780",Apartment,Studio bd,1 ba,500 sq ft,"Wheelchair Accessible (Rooms), Refrigerator, Laundry Facilities, Elevator, Balcony",https://images1.apartments.com/i2/KAA0M9r2DgC7coe1eSfb_l8be9rcB2O5LntXmBtGCDM/111/somerset-place-apartments-halifax-ns-primary-photo.jpg?p=1
apartments.com,https://www.apartments.com/bright-1-bedroom-near-dalhousie-university-halifax-ns-unit-36/lh9dxge/,Bright 1 Bedroom Near Dalhousie University,Bright 1 Bedroom Near Dalhousie University,-1,"1545 Oxford St , Halifax , NS B3H 3Z3 – Halifax",-1,-1,https://images1.apartments.com/i2/e9XIsg9v-lxRhg9nSwJPAUdpce3F5si9Ojg7-qwEcgY/110/image.jpg,"C$1,850",Apartment,1 bd,1 ba,475 sq ft,,https://images1.apartments.com/i2/34os0uyuh4ZidhenidLBPmmz5T64uyfrdLJKeflzOfA/111/bright-1-bedroom-near-dalhousie-university-unit-36-halifax-ns-primary-photo.jpg?p=1
apartments.com,https://www.apartments.com/bright-1-bedroom-on-oxford-street-near-dal-halifax-ns-unit-404/j0em4h4/,Bright 1 Bedroom on Oxford Street Near Dal...,Bright 1 Bedroom on Oxford Street Near Dal...,-1,"1585 Oxford St , Halifax , NS B3H 3Z3 – Halifax",-1,-1,https://images1.apartments.com/i2/e9XIsg9v-lxRhg9nSwJPAUdpce3F5si9Ojg7-qwEcgY/110/image.jpg,"C$1,995",Apartment,1 bd,1 ba,583 sq ft,,https://images1.apartments.com/i2/imPRHfqhJpUJzl33flBOAjavfePXloCWoTEge2m1dRA/111/bright-1-bedroom-on-oxford-street-near-dal-unit-404-halifax-ns-primary-photo.jpg?p=1
apartments.com,https://www.apartments.com/park-victoria-apartments-halifax-ns/37td95g/,Park Victoria Apartments,Park Victoria Apartments,-1,"1333 South Park St , Halifax , NS B3J 2K9 – Halifax",-1,-1,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,"C$2,110",Apartment,1 bd,1 ba,614 sq ft,"Wheelchair Accessible (Rooms), Laundry Facilities, Elevator, Balcony",https://images1.apartments.com/i2/psMJCxrh6GQORlFVTK-ZHUxgRBGqpRBt9rfmAoRBk4s/111/park-victoria-apartments-halifax-ns-primary-photo.jpg?p=1
apartments.com,https://www.apartments.com/park-victoria-apartments-halifax-ns/r4pek00/,Park Victoria Apartments,Park Victoria Apartments,-1,"1333 South Park St , Halifax , NS B3J 2K9 – Halifax",-1,-1,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,"C$2,640",Apartment,2 bd,1 ba,830 sq ft,"Wheelchair Accessible (Rooms), Laundry Facilities, Elevator, Balcony",https://images1.apartments.com/i2/psMJCxrh6GQORlFVTK-ZHUxgRBGqpRBt9rfmAoRBk4s/111/park-victoria-apartments-halifax-ns-primary-photo.jpg?p=1
apartments.com,https://www.apartments.com/new-build-2-bedroom-lower-flat-halifax-ns-unit-2/p9k4hnt/,NEW BUILD - 2 Bedroom Lower Flat,NEW BUILD - 2 Bedroom Lower Flat,-1,"29 McIntosh St , Halifax , NS B3R 1G9 – Halifax",-1,-1,https://images1.apartments.com/i2/e9XIsg9v-lxRhg9nSwJPAUdpce3F5si9Ojg7-qwEcgY/110/image.jpg,"C$2,250",Apartment,2 bd,1 ba,,,https://images1.apartments.com/i2/uDwxzX8Fweg2Z_Pk-BAMq06w8Xq5kMv9bTzZsf6QNYA/111/new-build---2-bedroom-lower-flat-unit-2-halifax-ns-primary-photo.jpg?p=1
apartments.com,https://www.apartments.com/19-twenty-apartments-halifax-ns/l04wf1e/,19 Twenty Apartments,19 Twenty Apartments,-1,"1920 Brunswick St , Halifax , NS B3J 0C5 – Halifax",-1,-1,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,"C$2,029 - C$2,030",Apartment,Studio bd,1 ba,507 sq ft,"Washer/Dryer, Wheelchair Accessible (Rooms), Dishwasher, Microwave, Range, Refrigerator, Elevator, Storage Space, Balcony",https://images1.apartments.com/i2/OsotaI5YtMaEIoloerXaxck8NH0195gPLmif6qcSc-M/111/19-twenty-apartments-halifax-ns-primary-photo.jpg?p=1
apartments.com,https://www.apartments.com/19-twenty-apartments-halifax-ns/kel73z8/,19 Twenty Apartments,19 Twenty Apartments,-1,"1920 Brunswick St , Halifax , NS B3J 0C5 – Halifax",-1,-1,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,"C$2,200",Apartment,1 bd,1 ba,700 sq ft,"Washer/Dryer, Wheelchair Accessible (Rooms), Dishwasher, Microwave, Range, Refrigerator, Elevator, Storage Space, Balcony",https://images1.apartments.com/i2/OsotaI5YtMaEIoloerXaxck8NH0195gPLmif6qcSc-M/111/19-twenty-apartments-halifax-ns-primary-photo.jpg?p=1
apartments.com,https://www.apartments.com/76-place-apartments-bedford-ns/07snj21/,76 Place Apartments,76 Place Apartments,-1,"76 Armenia Dr , Bedford , NS B4A 4H6 – Bedford",-1,-1,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,"C$2,525",Apartment,2 bd,1 ba,"1,338 sq ft","Washer/Dryer, Air Conditioning, Wheelchair Accessible (Rooms), Dishwasher, Microwave, Range, Refrigerator, Furnished, Elevator, Balcony",https://images1.apartments.com/i2/v4gky0uGqegn7n5bvgr1TCUn4BlqQOB5Yc4qM6dJ_oA/111/76-place-apartments-bedford-ns-primary-photo.jpg?p=1
apartments.com,https://www.apartments.com/lotus-point-dartmouth-ns/8ecsvp2/,Lotus Point,Lotus Point,-1,"101 Ochterloney St , Dartmouth , NS B2Y 1C6 – Dartmouth",-1,-1,https://images1.apartments.com/i2/CVV1klyaKFdpfs6idmBxNZfAPxZAZfP-383OadbhtTk/110/image.jpg,"C$2,845",Apartment,2 bd,1 ba,"1,378 sq ft","Washer/Dryer, Air Conditioning, Dishwasher, Microwave, Range, Refrigerator, Elevator, Storage Space, Balcony",https://images1.apartments.com/i2/NERFNx19Z5ntKLpryQUEYimkvA7_W4oCIQQESEzY00c/111/lotus-point-dartmouth-ns-primary-photo.jpg?p=1
apartments.com,https://www.apartments.com/fully-furnished-2-bedroom-short-term-ren-bedford-ns-unit-202/b6wj3qc/,FULLY FURNISHED 2 Bedroom - Short Term Ren...,FULLY FURNISHED 2 Bedroom - Short Term Ren...,-1,"1000 Larry Uteck Blvd , Bedford , NS B4B 1H6 – Bedford",-1,-1,https://images1.apartments.com/i2/e9XIsg9v-lxRhg9nSwJPAUdpce3F5si9Ojg7-qwEcgY/110/image.jpg,"C$3,000",Apartment,2 bd,2 ba,,,https://images1.apartments.com/i2/yemo6BK_f6o6L1KJ5KoZW6BpXBbbxelf4yuFQFkmcU4/111/fully-furnished-2-bedroom---short-term-ren-unit-202-bedford-ns-primary-photo.jpg?p=1
apartments.com,https://www.apartments.com/1-3-farthington-pl-halifax-ns/6s97vbr/,1-3 Farthington Pl,1-3 Farthington Pl,-1,"1-3 Farthington Pl , Halifax , NS B3A 2K3 – Halifax",-1,-1,https://images1.apartments.com/i2/vKjvGcvAByilUh4-uQZuJXm3BDPjn62jHiYN4PdoF3g/115/metcap-living-logo.jpg,"C$1,785",Apartment,1 bd,1 ba,739 sq ft,Laundry Facilities,https://images1.apartments.com/i2/t3DrhgdAJBcpWIHl-FfOHouHWTw3nHR_Vy08SUKGXNg/111/1-3-farthington-pl-halifax-ns-primary-photo.jpg?p=1
apartments.com,https://www.apartments.com/s2-apartments-bedford-ns/v9n4p6d/,S|2 Apartments,S|2 Apartments,-1,"89 Shaunslieve Dr , Bedford , NS B3M 3N3 – Halifax",-1,-1,-1,-1,Apartment,-1,-1,-1,"Laundry Facilities, EV Charging, Elevator, Fitness Center, Media Center/Movie Theatre",https://images1.apartments.com/i2/cThYYfxKUExLsr_DeEQxekorsrRt0dhykQOG9pYvKdA/111/s2-apartments-bedford-ns-primary-photo.jpg?p=1
apartments.com,https://www.apartments.com/park-victoria-apartments-halifax-ns/04thz52/,Park Victoria Apartments,Park Victoria Apartments,-1,"1333 S Park St , Halifax , NS B3J 2K9 – Halifax",-1,-1,https://images1.apartments.com/i2/CZpkA37fh4axG9QeyVss00nOnZGia1jHlS443gMFMGU/115/capreit-limited-partnership-logo.jpg,"C$2,110 - C$2,695",Apartment,1 - 2 bd,1 ba,614 - 830 sq ft,"Laundry Facilities, Property Manager on Site, Elevator, Spa",https://images1.apartments.com/i2/psMJCxrh6GQORlFVTK-ZHUxgRBGqpRBt9rfmAoRBk4s/111/park-victoria-apartments-halifax-ns-primary-photo.jpg?p=1
apartments.com,https://www.apartments.com/paige-plaza-halifax-ns/61tdvpr/,Paige Plaza,Paige Plaza,-1,"9-54 Paige Plaza , Halifax , NS B4E 0J6 – Halifax",-1,-1,https://images1.apartments.com/i2/vKjvGcvAByilUh4-uQZuJXm3BDPjn62jHiYN4PdoF3g/115/metcap-living-logo.jpg,"C$2,095",Apartment,2 bd,1 ba,861 sq ft,"Property Manager on Site, Storage Space",https://images1.apartments.com/i2/SVffP3f5iBZ_oER_2JxcEylOZ8hEv7dsBS7cQ8x-ugc/111/paige-plaza-halifax-ns-primary-photo.png?p=1
